question_id,card_key,link_type,display_mode,auto_show_as_primary,needs_human_review,precision,score,current_law_status,current_law_can_auto_score,current_law_answer,matched_terms,matched_terms_in_statement,assunto,reason,warning
27940,ctb_normas_circulacao_luzes_baixa,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,240,not_applicable_or_not_outdated,,,luz baixa; farois acesos; tuneis; chuva; neblina,farois acesos; chuva; neblina,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
27960,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
27961,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28050,ctb_normas_circulacao_ultrapassagem_esquerda,specific_high_precision,suggested_card_needs_review,False,True,comment_or_subject_evidence_only,162,not_applicable_or_not_outdated,,,sentido contrario,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.,
28081,ctb_normas_circulacao_ultrapassagem_esquerda,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,208,not_applicable_or_not_outdated,,,ultrapassagem; ultrapassar; entrar a esquerda; sentido contrario,entrar a esquerda,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
28082,ctb_normas_circulacao_ultrapassagem_esquerda,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,172,not_applicable_or_not_outdated,,,ultrapassagem,ultrapassagem,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
28083,ctb_normas_circulacao_distancia_seguranca,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,distancia de seguranca; distancia frontal; guardar distancia,distancia de seguranca; distancia frontal; guardar distancia,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
28090,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28091,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28099,ctb_normas_circulacao_ultrapassagem_esquerda,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,172,not_applicable_or_not_outdated,,,sentido contrario,sentido contrario,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
28225,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28228,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28229,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28231,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28238,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28239,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28240,ctb_normas_circulacao_distancia_seguranca,specific_high_precision,suggested_card_needs_review,False,True,comment_or_subject_evidence_only,174,not_applicable_or_not_outdated,,,distancia de seguranca; guardar distancia,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.,
28241,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28242,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
28243,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,208,not_applicable_or_not_outdated,,,ambulancia; policia; servico de urgencia; livre circulacao,ambulancia,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
42747,ctb_normas_circulacao_luzes_baixa,specific_high_precision,theory_reference_only__not_solution_current_law,False,True,strict,250,needs_audit,False,,luz baixa; tuneis; chuva; neblina; cerracao,luz baixa; tuneis; chuva; neblina,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,Questão desatualizada sem gabarito atual pontuável; não exibir como regra que resolve a questão no modo legislação atual.
202736,ctb_normas_circulacao_ultrapassagem_esquerda,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,172,not_applicable_or_not_outdated,,,sentido contrario,sentido contrario,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
477797,ctb_normas_circulacao_buzina,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,172,not_applicable_or_not_outdated,,,buzina,buzina,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
533485,ctb_normas_circulacao_emergencia,specific_high_precision,theory_reference_only__not_solution_current_law,False,True,strict,262,needs_audit,False,,ambulancia; policia; bombeiros; servico de urgencia; livre circulacao; prioridade de transito,bombeiros; servico de urgencia; livre circulacao; prioridade de transito,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,Questão desatualizada sem gabarito atual pontuável; não exibir como regra que resolve a questão no modo legislação atual.
778168,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
810480,ctb_normas_circulacao_pisca_alerta,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,172,not_applicable_or_not_outdated,,,imobilizacao,imobilizacao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
931568,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1002866,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1024879,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,False,True,ambiguous_top_candidate,194,not_applicable_or_not_outdated,,,ambulancia; policia,ambulancia; policia,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1144054,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1484853,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1489564,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1489565,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1489566,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1489567,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1490436,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1490441,ctb_normas_circulacao_luzes_baixa,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,230,not_applicable_or_not_outdated,,,luz baixa; tuneis; chuva; neblina; cerracao,luz baixa; tuneis,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1490443,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,250,not_applicable_or_not_outdated,,,ambulancia; policia; servico de urgencia; livre circulacao; prioridade de transito,policia; servico de urgencia; livre circulacao; prioridade de transito,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1490449,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,250,not_applicable_or_not_outdated,,,ambulancia; policia; servico de urgencia; livre circulacao; prioridade de transito,policia; servico de urgencia; livre circulacao; prioridade de transito,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1490452,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,218,not_applicable_or_not_outdated,,,ambulancia; policia; servico de urgencia; livre circulacao,policia; livre circulacao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1490453,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,228,not_applicable_or_not_outdated,,,ambulancia; policia; servico de urgencia; livre circulacao,ambulancia; policia; livre circulacao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1490459,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1490461,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1490464,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1490478,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1490482,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1490483,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1490484,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1521245,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,228,not_applicable_or_not_outdated,,,ambulancia; policia; servico de urgencia; livre circulacao,ambulancia; policia; livre circulacao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1521246,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,218,not_applicable_or_not_outdated,,,ambulancia; policia; servico de urgencia; livre circulacao,ambulancia; livre circulacao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1521247,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,218,not_applicable_or_not_outdated,,,ambulancia; policia; servico de urgencia; livre circulacao,ambulancia; policia,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1521249,ctb_normas_circulacao_luzes_baixa,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,250,not_applicable_or_not_outdated,,,luz baixa; tuneis; chuva; neblina; cerracao,tuneis; chuva; neblina; cerracao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1521251,ctb_normas_circulacao_luzes_baixa,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,172,not_applicable_or_not_outdated,,,luz baixa,luz baixa,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1521252,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1521254,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1525659,ctb_normas_circulacao_luzes_baixa,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,260,not_applicable_or_not_outdated,,,luz baixa; tuneis; chuva; neblina; cerracao,luz baixa; tuneis; chuva; neblina; cerracao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1525661,subject_overview::das-normas-gerais-de-circulacao-e-conduta-arts-26-a-67-da-lei-n-9-503-1997,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
1525684,ctb_normas_circulacao_luzes_baixa,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,172,not_applicable_or_not_outdated,,,luz baixa,luz baixa,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1572188,ctb_normas_circulacao_ultrapassagem_esquerda,specific_high_precision,suggested_card_needs_review,False,True,comment_or_subject_evidence_only,174,not_applicable_or_not_outdated,,,ultrapassagem; entrar a esquerda,,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.,
1572189,ctb_normas_circulacao_emergencia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,bombeiros; servico de urgencia; livre circulacao,bombeiros; servico de urgencia; livre circulacao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1572190,ctb_normas_circulacao_luzes_baixa,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,260,not_applicable_or_not_outdated,,,luz baixa; tuneis; chuva; neblina; cerracao,luz baixa; tuneis; chuva; neblina; cerracao,Das Normas Gerais de Circulação e Conduta (arts. 26 a 67 da Lei nº 9.503/1997),Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
